"path","type","class","length","dim","is_list_like","preview"
"<root>$results$meanSaA$scen_39","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_39[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.493416821363, 148.866062709981, 149.577295110406, 440.024274842621, 448.358041315692, 444.276657609383, 659.674689912741, 650.937861724042, 649.855028446427, 793.492509673796, 791.592826194734, 807.499083640615, 914.923532358979, 921.155760308178, 912.144671897211, 980.735732835414, 991.742783678096, 980.802831025972, 1047.65250556498, 1034.12568621214, 1052.23853158496, 1107.80074045412, 1104.1189190348, 1083.59851769117), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_39[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.00827551453, 152.849332266713, 151.457951457744, 446.549020864009, 440.634860243967, 439.901865409889, 644.712664109959, 643.169171283221, 656.093005458, 804.328380095805, 809.807261809387, 801.885425843702, 901.484360485078, 911.601952673805, 901.54603659963, 987.786648104121, 975.032789857159, 992.110615494387, 1067.14750227232, 1063.60079356563, 1043.83343447314, 1080.25410201203, 1087.1766230637, 1095.29590493925), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_39[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 152.232620749094, 150.216429628625, 149.966545026099, 436.420880320588, 435.376054407103, 444.124496002338, 653.516808827842, 657.968400220127, 651.531908498008, 792.513723503365, 801.408310042906, 792.567944263411, 907.96550482298, 896.242261383853, 911.940060706962, 1006.16764499961, 1002.82360536188, 984.185809646105, 1040.61174964462, 1047.2802332265, 1055.10155980387, 1107.65290469976, 1092.87147296567, 1091.18503772322), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_39[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.779845563837, 148.423654911513, 151.406078182615, 442.380609052693, 445.393993995163, 441.036984214036, 643.917400346484, 651.144251909861, 643.961454714022, 798.211432811411, 787.905284733058, 801.705547874252, 924.861168636009, 921.787354423547, 904.655643210056, 981.148221093499, 987.435648470702, 994.810042100789, 1067.00509168326, 1052.76609781097, 1051.14155010035, 1088.49558012186, 1085.71523742617, 1084.61766043381), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_39[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.811571267964, 151.83886158926, 150.353517345694, 435.882547926851, 440.774570523598, 435.912369344876, 648.546789159272, 640.173043845609, 651.38575764783, 813.064763636051, 810.362509383338, 795.301664360489, 901.863516358671, 907.642868796302, 914.421351830018, 1006.0333721585, 992.608035078915, 991.076318666045, 1048.55078819079, 1045.87247641971, 1044.81517748211, 1096.39891587315, 1106.62629889806, 1094.06328019139), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_40","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_40[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.834173462205, 150.595037767933, 149.917964742928, 443.047796251005, 439.904082623902, 435.841134599388, 665.841610595088, 664.417098578391, 651.316439635652, 799.227322870402, 793.51554305282, 809.289612589026, 925.858544291572, 925.151198118931, 913.375556965653, 982.867146914162, 991.027614432246, 1010.18626964525, 1068.12750058419, 1037.20136976586, 1041.00293318591, 1084.36132970661, 1101.6709729696, 1093.94158975828), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_40[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.039021449206, 149.967300894512, 148.582204977064, 450.723551787444, 449.759266729988, 440.891128368749, 649.372199832202, 644.731378730416, 657.547810228584, 813.941577399184, 813.31973461005, 802.967522607167, 903.443539082715, 910.944574882165, 928.555055936543, 1007.09164340796, 977.932720064952, 981.51705128957, 1044.5682533871, 1061.24268038356, 1053.79694426256, 1096.74400596011, 1088.46374286469, 1084.21545311457), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_40[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 153.655756291174, 153.327022748859, 150.303793762074, 439.575027578721, 436.433548679051, 445.109286923964, 661.327531636837, 660.822284370665, 652.411112118323, 794.236078314474, 800.830395500805, 816.31213708707, 925.710500506302, 898.907853797077, 902.202542094453, 984.878638907839, 1000.6002415045, 993.579976018984, 1056.49651950286, 1048.52011927333, 1044.42773006449, 1080.86045941549, 1077.40506845768, 1102.86748306642), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_40[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.8551230382, 148.784164322404, 151.741802360442, 447.667867569551, 447.325854035527, 441.632137433942, 645.31681363051, 650.674696344404, 663.253611383245, 813.811429016529, 790.248662678749, 793.145091951168, 905.292486268822, 919.74365633242, 913.290685027551, 996.125289816983, 988.604683886279, 984.74614548938, 1041.19585540024, 1037.86726778034, 1062.39528185298, 1090.16480858166, 1098.28805893131, 1087.23489952614), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_40[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 152.614045762347, 152.497450239384, 150.556410488844, 436.829843072961, 440.456717525443, 448.971675397889, 661.22178607593, 642.077038426483, 644.430387210324, 795.861526390173, 808.565851720809, 802.89290991433, 915.630316902479, 908.71743670355, 905.170699389228, 981.698949377373, 978.560566764316, 1001.68698003281, 1050.15876056031, 1057.9839099797, 1047.33637110316, 1111.35638888611, 1088.80826347673, 1113.14919835795), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_41","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_41[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.15203015461, 151.71450439725, 150.539675344192, 443.972087235348, 439.588802733398, 448.632315518734, 650.635187746826, 638.039063355811, 644.33182059996, 788.54853624691, 809.010378476165, 809.631090545186, 905.56515286576, 906.869022195477, 905.061014779037, 997.709611665366, 973.255555399603, 1001.48209382764, 1035.73161495301, 1055.44348074862, 1047.22304874584, 1091.53564612924, 1086.6102248209, 1112.16368778167), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_41[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.354120648414, 149.859819113659, 152.942834835932, 440.429973244005, 431.903365963934, 436.163078559973, 640.695685700614, 657.320932511884, 657.825261067964, 796.10123328858, 797.24749203998, 795.658034970582, 917.086612742912, 894.608641831958, 920.554247861771, 976.546951241408, 995.132424705838, 987.381731674653, 1051.47929214284, 1046.73462024031, 1071.35034144106, 1113.79932996054, 1090.16723370242, 1085.77987641614), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_41[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.146581787729, 147.239783851341, 148.691958599991, 433.701694935801, 444.955708161891, 445.297099799853, 646.832252046971, 647.763587282484, 646.472153413598, 806.229989224538, 786.469135676447, 809.2784596587, 897.634066292607, 914.717683315467, 907.593308913065, 991.394761163253, 986.921213369438, 1010.13032193014, 1072.92596005373, 1050.16109668582, 1045.93474333665, 1085.20804862603, 1082.7346923648, 1098.97030380742), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_41[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 147.852850546296, 151.689445964281, 151.805829477222, 437.855678308719, 438.486120621989, 437.61191923382, 655.061866244937, 639.006172737113, 657.538748472694, 789.128849488006, 804.147413903707, 797.884227615882, 911.282053190465, 907.170004208271, 928.50362924892, 1011.61590519351, 990.151891160914, 986.16704371741, 1045.3839000526, 1043.00130915876, 1058.64111834659, 1097.68402146224, 1100.77887786731, 1088.66806606685), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_41[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.268981241609, 149.483904757496, 149.185881556984, 443.426494073496, 432.558024622046, 445.103152812285, 641.167190209005, 653.369773796762, 648.280934937904, 801.127079727881, 797.512091611667, 816.266926812237, 929.869165379896, 910.139617127709, 906.476777558427, 985.647677192447, 983.401234349684, 998.14734015536, 1057.40203902326, 1060.38332271622, 1048.71694437632, 1070.37389142117, 1088.02022960604, 1098.6391260154), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_42","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_42[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.872616327864, 149.156017838528, 149.167682649326, 438.457948780806, 440.098409583041, 440.961118046396, 657.044693454034, 645.659739405845, 647.563710952083, 791.251470459224, 808.003402940888, 803.933194079015, 911.525154785425, 908.338347859987, 906.374189340561, 1003.3442957853, 980.708064020301, 998.003240351313, 1045.68730647039, 1057.41876855757, 1048.60646868606, 1099.55155850242, 1088.35613999639, 1069.57769932745), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_42[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.474300720729, 150.033548721491, 150.327653879453, 444.768715568884, 437.061977443957, 438.35081972141, 642.89181974812, 656.502764889472, 653.1957201892, 801.340795415759, 798.539206909879, 796.812474145548, 922.265968853153, 901.458927533812, 917.356513858278, 985.933746100649, 996.994838925707, 988.686099046858, 1059.20104259407, 1048.41646513414, 1030.32714155397, 1076.90022430128, 1075.55860901046, 1091.3494509757), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_42[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.625698489392, 148.998401401349, 149.437779450481, 435.188308752574, 444.401871617489, 442.163256743458, 651.089396275304, 648.813105614277, 647.410135243258, 810.783269321453, 792.49136486489, 806.467264930354, 906.262332274334, 916.429599416559, 908.792272861254, 998.675268731552, 988.50695284076, 971.451304893739, 1037.38095001499, 1036.08856831283, 1051.29992983897, 1092.30243820278, 1098.14660491433, 1077.85275579729), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_42[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.359650711105, 151.500638051417, 150.737473889815, 440.737437478667, 439.196563800433, 438.246860780052, 658.76140632368, 643.899233952723, 655.254652755913, 796.714138263151, 805.65239509148, 798.938261856047, 917.974236914861, 908.627603116254, 892.95018934677, 978.102038585566, 976.88350726638, 991.225648133888, 1052.21794505772, 1057.84764693582, 1038.29852622675, 1099.998299664, 1083.25449954252, 1091.10893810059), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_42[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.251399140455, 149.726101295602, 149.40233890229, 445.930798126799, 435.870250675689, 443.556995711695, 647.33023733881, 654.592571011828, 649.137337758038, 807.010318166911, 798.793497245058, 785.011155469688, 899.063490012995, 897.943425871117, 911.126605860443, 992.091205340138, 997.399209968061, 978.967181870931, 1059.63138958459, 1043.50204084371, 1051.06824312442, 1086.02661046435, 1076.34259903728, 1082.11092724011), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_43","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_43[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.42988575729, 149.417935094673, 149.385330913957, 441.304170295504, 431.657396134489, 446.311426690795, 659.207568262128, 653.067656255664, 649.068852165223, 797.778415180434, 797.164439505816, 784.498267207816, 912.959090687384, 919.705768659578, 908.494480097765, 980.34452236831, 995.022137265802, 978.772807401547, 1052.50236391169, 1059.70128057623, 1049.96601286431, 1102.30286972886, 1087.56261695737, 1100.54455403891), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_43[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.444603509831, 147.155930500394, 152.151622735498, 446.232815438979, 442.076567311526, 439.369684542612, 648.194962334102, 647.696107098476, 637.404842106351, 802.601398406491, 808.532543876552, 798.676466020013, 901.124762985012, 914.616307991798, 899.68005528829, 992.359371688161, 999.146921686157, 989.967954986351, 1061.85138827092, 1047.65206220664, 1060.15759792739, 1086.33273525092, 1078.9230713055, 1092.7830577548), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_43[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 152.124823445107, 150.707920674384, 149.785119730436, 438.778128349238, 438.440441728199, 431.474046964299, 652.113636205274, 656.932691899698, 648.924628641261, 792.197593832978, 804.058292740042, 790.927521132563, 912.168715390128, 918.407776499397, 909.970544482404, 1001.17416608401, 987.78623008055, 999.577163760106, 1046.46731377383, 1039.32956410163, 1052.680927195, 1094.04070426248, 1097.14928045459, 1106.53656716011), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_43[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.583452846331, 149.468332407341, 147.093425101466, 441.43076912357, 444.692899132103, 439.272056311007, 643.660544989294, 653.297362851284, 642.628610920207, 801.906562980332, 807.391451867602, 799.974105039476, 920.271203168128, 907.965120579091, 918.803251537068, 986.669181558179, 979.939303295823, 992.527731355281, 1053.89242153725, 1056.88692153883, 1065.92972065882, 1074.23561394994, 1085.20986777798, 1092.53684646574), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_43[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.487762201217, 151.599851976853, 149.751837378752, 435.708676608138, 442.232061007023, 435.01013662291, 651.54908242152, 656.005554642426, 649.978960344574, 809.029629158794, 798.211095014586, 807.739122230389, 906.938338603983, 900.75228888808, 912.323470235663, 993.669997449412, 996.493383165179, 1005.01945090689, 1034.81412352976, 1045.38565244668, 1052.44375118259, 1093.08096170398, 1079.48140111181, 1083.8436586589), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_44","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_44[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.775865209604, 150.018895496134, 149.294807584878, 442.909288488086, 435.580150300124, 444.337864543817, 644.863429396524, 656.398877709061, 648.707520475451, 799.025860677084, 796.546189618661, 807.606871791482, 930.771201478696, 901.319667426832, 910.530608321019, 987.956905056885, 996.871270791022, 980.933542664784, 1055.34242347655, 1045.82557147798, 1050.38176413144, 1080.52429662684, 1075.2984368397, 1083.70976415565), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_44[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.991802893666, 148.49323305686, 151.478817458119, 436.522936822262, 444.331547987672, 439.125090783382, 649.208511800131, 647.193779065162, 656.180583330579, 818.260396904348, 792.368938397215, 800.466468853643, 908.122003638147, 916.316016585687, 901.666185681771, 995.037142135035, 986.064110250663, 990.359949038219, 1040.87202886072, 1035.83794374466, 1043.94059849856, 1088.05494853717, 1092.31578788066, 1095.40198724415), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_44[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.814637553044, 151.476664086706, 149.701735494335, 439.464223372396, 438.100404290263, 444.183779485315, 664.836572484783, 643.799762447737, 650.379005943585, 798.349014187382, 805.552542053351, 792.673569830129, 914.630100346345, 906.382161947579, 910.330862247252, 981.393627211538, 976.647204102109, 984.286850012929, 1048.1263265725, 1052.23080483917, 1055.20374918014, 1103.85270660693, 1083.12491341755, 1083.42531890773), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_44[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.817348876953, 149.352410553499, 151.426288460903, 450.043218297391, 435.802916118468, 440.256557869504, 648.658574027248, 654.511440418348, 644.04727548698, 804.070417886897, 796.819483030839, 800.290867909672, 902.089091679293, 897.72621791204, 904.748518698753, 988.233393625504, 992.103330276927, 994.906392084133, 1063.34435040117, 1043.37721017287, 1043.66659160837, 1087.12253700676, 1063.39934151077, 1070.99706326255), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_44[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 153.423824419565, 148.569175949478, 150.087462910058, 439.09195780306, 443.053898129343, 435.970463406571, 653.307214533104, 647.415829962556, 650.236330176608, 793.045355322455, 789.209861900694, 795.383313141761, 908.376149696171, 911.933364193943, 914.509915956122, 1002.58181609253, 983.75565530585, 984.028500659319, 1047.22813197899, 1024.3755124645, 1031.69441873915, 1094.86134863609, 1078.16250781203, 1075.31412696866), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_45","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_45[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.005750505691, 152.263972565274, 149.652051858732, 454.071078483717, 442.028650759847, 435.900104923521, 646.126491817005, 645.955821037787, 650.168460699482, 804.312799132582, 808.395790004565, 792.270480322479, 903.640409020936, 903.343257497064, 911.715144203673, 989.482967631918, 995.996568083614, 1010.92296018262, 1067.08078517825, 1047.54678944863, 1051.74514597705, 1082.75943125593, 1073.06881251503, 1075.02712018529), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_45[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 154.796958573995, 150.691585486311, 148.602308496655, 437.377932922281, 437.262401933272, 440.114034935034, 653.504149295223, 656.821579378709, 643.719765262015, 794.409150787636, 794.147918678738, 801.507819080152, 909.524748025298, 915.511996925343, 929.232215925435, 1006.10474031092, 987.68697290871, 991.64542334979, 1043.02514020066, 1033.69014049613, 1035.57658366473, 1096.42393870702, 1097.01778564084, 1094.7366642652), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_45[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.106113496232, 149.066727931797, 150.038875546034, 442.37203952292, 444.617684502511, 435.748764177364, 645.457435014954, 645.245183926474, 651.225103002624, 799.582196066196, 804.845711582719, 816.907442571811, 924.803347154483, 907.873884188814, 911.512459846776, 983.423703617769, 974.622132467783, 976.400778883891, 1056.18819783703, 1056.76025222283, 1054.56284172336, 1078.78045609044, 1085.09233085974, 1085.04472550311), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_45[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.808649837359, 151.574210625856, 148.550715060465, 436.9250329332, 436.781355273306, 440.829300494084, 649.660534303785, 653.937140660959, 663.737297089596, 813.01393156438, 798.130887198958, 801.329635030133, 903.955121507242, 895.864788429982, 897.499705842769, 995.83458653206, 996.373952095811, 994.302107910596, 1039.19218247244, 1045.27242880984, 1045.22657043877, 1089.89811254756, 1074.12821540806, 1098.05750822617), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_45[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.951715772682, 148.902734752263, 150.282716077529, 439.770207836408, 442.665141370495, 449.299093414496, 660.573819396059, 648.481345849153, 651.080328461983, 794.685821105268, 787.573440378006, 789.010730411225, 915.363104792096, 915.858885259786, 913.954462826911, 979.809772045441, 985.542575734991, 985.499337842272, 1049.90185153664, 1034.71066621877, 1057.76181985089, 1105.74879603121, 1094.45979988289, 1087.98726251089), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_46","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_46[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.392480512511, 148.468767851736, 150.266796676461, 433.167389175507, 441.68458905058, 448.908537529636, 650.475481847972, 647.123927489499, 651.011607742786, 784.577716847695, 788.328933014618, 796.464725594037, 905.312562620552, 913.793038913246, 913.85034494275, 996.148456101768, 983.250804725621, 985.384465342404, 1035.05530612957, 1076.45213603675, 1057.61852894652, 1090.18585891309, 1092.20700795911, 1087.87143473816), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_46[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 147.670700855287, 150.574291721789, 153.037001430558, 440.32186463555, 438.053120146738, 440.684780625886, 637.469394938752, 640.517258074377, 647.127589545155, 795.879175930155, 803.334539703953, 803.384918630989, 915.651611164252, 903.796194242742, 905.757437839988, 975.909288636451, 1014.94058540608, 997.183184435287, 1050.17903840252, 1052.12601684135, 1047.94954722484, 1111.50176067989, 1082.99452587916, 1062.53368074799), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_46[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.109726580301, 149.336290959115, 150.233447940643, 431.517744266232, 433.58091315804, 438.055599076721, 646.651830443251, 652.709313509462, 652.750246387678, 804.968449375166, 794.546104828784, 796.270275024165, 897.04793197896, 932.925184565184, 916.602725086981, 990.168807636663, 992.0045301647, 988.066715954845, 1070.71270524209, 1043.25160749828, 1023.54161906917, 1083.67568265584, 1088.76392266046, 1082.2426306614), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_46[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 147.108321908943, 147.811674940241, 149.337136048882, 437.733546761586, 441.833996837174, 441.861705247044, 654.036865117323, 645.568710173387, 646.969598457134, 788.61356657491, 820.154008408953, 805.80459348306, 910.155166615519, 911.842547929169, 908.222940928191, 1009.5291220854, 983.637229926948, 965.053526550929, 1043.907767696, 1048.80928329678, 1042.52730476557, 1097.34559728081, 1077.96836970746, 1100.04470461972), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_46[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.227345486904, 150.625226194491, 150.63467224331, 442.732647156341, 437.000357655831, 437.948651263291, 640.748522842115, 666.375131832274, 654.716232204986, 800.136410211445, 801.619822355313, 798.437750266541, 927.951011209813, 904.151393165174, 887.069403193278, 984.255895256224, 988.877324251246, 982.954315921821, 1057.07603407784, 1038.40989742462, 1059.67609160616, 1083.62900654699, 1092.05574452202, 1092.80886169687), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_47","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_47[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.79513151853, 150.314475748559, 150.61759261078, 437.865240934405, 435.786667272986, 437.897318936614, 655.078880949565, 648.205264832746, 651.87220373338, 789.167612964053, 786.331507461476, 791.068240790962, 911.299802699997, 915.405593355337, 915.179845015114, 1000.78203811868, 986.879178663219, 982.820573852427, 1045.40622197573, 1033.33839610365, 1059.50975473203, 1072.39360983879, 1093.51282702756, 1070.09796734724), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_47[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 149.272241227638, 148.563636570336, 149.283176910209, 443.438011719705, 438.78510234832, 441.267337911826, 641.198685533293, 638.89434981245, 642.742945642656, 801.142683692305, 804.752169982714, 804.553709903397, 919.910762311108, 907.131366245989, 903.400729500716, 985.668723577121, 974.290487754871, 998.96634017591, 1033.03971589975, 1053.38391594398, 1030.82831716936, 1087.17448027545, 1086.46326390243, 1089.43565495033), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_47[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 151.1720494499, 149.585830346018, 150.432047015395, 434.042187130229, 432.482329103812, 435.087532435029, 650.928430499998, 653.861138110955, 653.69988929651, 808.712758075699, 797.478124172298, 794.198443517113, 906.018725712303, 895.559943289831, 918.241787434422, 974.008874991193, 993.190549318606, 971.923841902535, 1047.27816907268, 1046.59305238307, 1049.4563648604, 1100.28085561791, 1108.94478035369, 1078.02621486754), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_47[[4]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 147.96892743076, 147.437157649027, 148.325295148305, 440.628476030768, 442.613693490493, 442.504540446868, 657.079115936506, 647.950975889992, 645.286235357654, 796.499978648179, 787.305444650401, 807.245527414877, 895.301087113117, 912.932727151446, 893.384541546774, 987.433702268531, 986.78773510404, 989.487429725525, 1059.90357651267, 1068.24955905631, 1038.46561982653, 1076.24665999141, 1091.32000752134, 1089.19619562389), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_47[[5]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.214253192307, 150.891031871759, 150.853820606887, 444.792016941635, 438.612968294764, 436.809143934412, 647.156232651645, 639.68567377845, 655.886991024587, 787.077878780762, 802.578221671601, 785.393003557604, 907.641079862993, 907.04731206533, 909.528849545684, 999.337657854799, 1007.20672711023, 979.124727265017, 1036.75136971649, 1051.27156687836, 1049.22569303218, 1092.79799591848, 1082.71561984892, 1072.10205029803), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_48","list","list",5,NA,TRUE,NA
"<root>$results$meanSaA$scen_48[[1]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 148.364943413657, 150.558558023982, 150.835476537397, 440.746114371112, 436.767815515877, 438.514968117692, 658.792639960287, 663.05617996442, 655.78547717353, 796.730938376649, 801.285315103158, 799.39629447158, 922.22837640763, 900.050097214114, 906.844407129495, 987.703185795972, 1001.6492271203, 978.933811705953, 1062.19147448872, 1051.59369526403, 1055.96796852871, 1076.86266582572, 1092.70076388286, 1100.69549907736), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_48[[2]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 150.25435717197, 148.898118925867, 149.493739131031, 445.951940896194, 448.838029514376, 443.916323009774, 647.343887431027, 651.044318521316, 649.509489258159, 810.750221017697, 791.252832715705, 797.225852421534, 907.888786943773, 920.707875433807, 899.828049143856, 1001.49481880365, 991.502626963229, 995.626941755644, 1037.34476983211, 1052.60165328166, 1060.30300369838, 1094.2377268922, 1088.21467334251, 1090.84384999232), dim = c(3L, 9L)) … (1167 more)"
"<root>$results$meanSaA$scen_48[[3]]","double","matrix|array",1170,"130x9",FALSE,"structure(c(0, 0, 0, 152.029070760066, 153.012964607174, 151.335110116968, 438.202016107157, 440.706923306737, 439.667961959369, 658.734554576879, 642.89292658151, 647.746005092497, 798.143988521998, 809.413516864885, 791.057625620972, 920.56594455689, 911.38120256216, 915.172239391551, 978.067925841707, 992.452987379847, 999.714260629899, 1054.08221397873, 1048.2801899171, 1050.81288302013, 1103.26139253898, 1106.11595818992, 1106.84019706654), dim = c(3L, 9L)) … (1167 more)"
